Tagging,rank,news_type,hash_id,old_hash_id,type,version,Author,Content,Source URL,Source Name,Title,Important,Image URL,Shortened URL,Score,Categories,Relevancy_tags,Country_code,Impressive_score,targeted_city,created_at,position_start_time,position_expire_time,gallery_image_urls,full_gallery_urls,bottom_headline,bottom_text,bottom_panel_link,dfp_tags,trackers
national,22,NEWS,zk6kbldl-1,questionable-official-system-accused-of-voterprofiling-in-ap-1703665269733,NEWS,0,Sumavarshak,"As Andhra Pradesh braces for the 2024 Assembly and Lok Sabha elections, the ruling YSRCP may have an ace up its sleeve — albeit a controversial one. The party has put in place an army of 10 lakh workers where the government machinery and the party cadre appear to overlap, giving CM Jagan Mohan a level of control and access.",https://thesouthfirst.com/andhrapradesh/volunteers-secretariat-gruha-saradhis-adjacent-system-engaged-in-voter-profiling-in-andhra-pradesh/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,The South First,Questionable 'official' system accused of voter-profiling in AP,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/27_wed/img_1703665223287_465.jpg?,https://shrts.in/VicVr,600,"politics, national","politics, national",IN,10.559999999999999,,1703665269000,1970-01-01T00:00:00Z,2023-12-28T08:20:26.844Z,[],[], Why Prashant Kishor picked STC over I-PAC,Tap here to read more,https://thesouthfirst.com/andhrapradesh/why-poll-strategist-prashant-kishor-picked-showtime-consulting-over-brainchild-i-pac-in-andhra-pradesh/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:politics,cat:national,hash:0",[]
national,23,NEWS,adhtd8xh-2,factory-responsible-for-ammonia-leak-in-chennai-to-be-shut-temporarily-1703665216711,NEWS,0,Nidhi Sinha,"After ammonia gas leaked from an undersea pipeline of Coromandel International Limited in Chennai's Ennore, Tamil Nadu Environment Minister Meyyanathan Siva said the fertiliser manufacturing factory will be shut till further orders. As per PTI, many people fainted after experiencing burning sensation in their throat and chest. State Health Minister Ma Subramanian met affected people at hospital.",https://news.abplive.com/tamil-nadu/ammonia-gas-leak-tamil-nadu-ennore-factory-responsible-for-leak-to-be-shut-coromdandel-international-limited-industry-1652628/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,ABP,Factory responsible for ammonia leak in Chennai to be shut temporarily,True,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/27_wed/img_1703660617247_581.jpg?,https://shrts.in/i5Dk9,800,national,national,IN,47.33,,1703665216000,1970-01-01T00:00:00Z,2023-12-28T08:07:28.469Z,[],[],No need to panic: Avadi Joint Commissioner,Protests erupted in Ennore after the incident,https://www.youtube.com/watch?utm_campaign=fullarticle&v=ukt_Jx2RaFo&utm_medium=referral&utm_source=inshorts,"score:800,news:default,cat:national,hash:6,noads:true,notification:true",[]
national,24,NEWS,wdkilpoe-1,2023s-top-ceos-in-india-triumphs-and-tribulations-1703665171150,NEWS,1,Rupesh Pandit,"The year 2023 marked a mixed phase for Indian businesses. While some sectors rebounded post-pandemic, others struggled. Key CEOs like T Koshy (ONDC) and Bhavish Aggarwal (Ola Electric) made headlines for positive reasons, whereas Naresh Goyal (Jet Airways) and Hari Om Rai (Lava International) faced legal challenges. The article highlights their significant impacts and controversies.",https://www.thecore.in/economy/ceos-who-made-news-in-2023-and-why-2052676?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,The Core,2023's Top CEOs in India: Triumphs and Tribulations,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/27_wed/img_1703665097486_245.jpg?,https://shrts.in/b2dzn,600,"world, business, national","world, business, national",IN,10.33,,1703665171000,1970-01-01T00:00:00Z,2023-12-28T08:18:54.908Z,[],[],Indian CEOs: 2023's Business Highs and Lows,Read More,https://www.thecore.in/economy/ceos-who-made-news-in-2023-and-why-2052676?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:world,cat:business,cat:national,hash:3",[]
national,25,NEWS,3b9agv7e-1,telangana-cm-dycm-seek-nationalproject-status-for-prlis-scheme-1703665110197,NEWS,1,Sumavarshak,"Telangana CM Revanth Reddy and Deputy CM Mallu Bhatti Vikramarka urged PM Narendra Modi to accord national-project status to the Palamuru Rangareddy Lift Irrigation Scheme (PRLIS). The PRLIS is an irrigation project that aims to irrigate 12.3 lakh acres of land in the erstwhile Mahabubnagar district and is being constructed on the Krishna river at a cost of ₹35,000 crore.",https://thesouthfirst.com/telangana/telangana-cm-dycm-meet-pm-modi-seek-national-project-status-to-palamuru-rangareddy-scheme/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,thesouthfirst.com,"Telangana CM, DyCM seek national-project status for PRLIS scheme",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/27_wed/img_1703665067891_506.jpg?,https://shrts.in/6aLGd,600,"politics, national","politics, national",IN,10.559999999999999,,1703665110000,1970-01-01T00:00:00Z,2023-12-28T08:17:50.404Z,[],[],‘Work 18 hours a day to deliver 6 guarantees',Tap here to read more,https://thesouthfirst.com/telangana/work-18-hours-a-day-to-deliver-6-guarantees-or-opt-out-telangana-cm-revanth-reddy-tells-officials/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:politics,cat:national,hash:4",[]
national,26,NEWS,agkcr8zm-1,woman-shares-unconsented-pic-of-man-from-delhi-metro-1703664987296,NEWS,3,Swarna Srikanth,"Netizens are discussing how, in digital times, consent is often taken for granted violating one's privacy. The topic created a buzz after an X user identified as 'Lolo' clicked a male metro passenger's picture and shared it online, purportedly without taking his permission for it. ""Saw this handsome guy in metro, crush updated,"" she captioned the photo post.",https://www.freepressjournal.in/amp/viral/woman-clicks-picture-of-handsome-guy-in-metro-posts-video-of-sitting-next-to-him-later-internet-reacts-over-privacy-issue?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Free Press Journal,Woman Shares 'Unconsented' Pic Of Man From Delhi Metro,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/27_wed/img_1703665378704_333.jpg?,https://shrts.in/yD6KW,600,"hatke, national, travel","hatke, national, travel",IN,11.7,,1703664987000,1970-01-01T00:00:00Z,2023-12-28T08:15:01.937Z,[],[],Netizens reflect on consent & privacy issues ,Tap here for more details ,https://www.freepressjournal.in/amp/viral/woman-clicks-picture-of-handsome-guy-in-metro-posts-video-of-sitting-next-to-him-later-internet-reacts-over-privacy-issue?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:hatke,cat:national,cat:travel,hash:7",[]
national,27,NEWS,fpdyk5wn-1,prokannada-groups-protest-in-bluru-over-delay-in-kannada-nameplates-installation-1703664964741,NEWS,0,Subhangi Singh,"Several pro-Kannada groups including Karnataka Rakshana Vedike held protest in Bengaluru on Thursday demanding immediate implementation of BBMP's order regarding Kannada nameplates. The protestors wearing red and yellow scarves vandalised hotels and tore English signboards. On December 25, BBMP ordered commercial stores in Bengaluru to install 60% Kannada language nameplates by February 28.",https://www.republicworld.com/india/karnataka-language-row-live-massive-protest-near-kempegowda-airport-hotels-vandalised/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,Republic World,Pro-Kannada groups protest in B'luru over delay in Kannada nameplates installation ,True,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/27_wed/img_1703662985522_76.jpg?,https://shrts.in/1PiyP,800,national,national,IN,47.33,,1703664964000,1970-01-01T00:00:00Z,2023-12-28T08:06:39.178Z,[],[],To watch video of the protest ,Tap here,https://twitter.com/ANI/status/1739893262209749018?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1739893262209749018%7Ctwgr%5E7456be0c8913563db37dc16b6d9688c4b4a7e540%7Ctwcon%5Es1_&utm_campaign=fullarticle&utm_medium=referral&ref_url=https%3A%2F%2Fwww.ndtv.com%2Fsouth%2Fbengaluru-60-kannada-kannada-language-row-after-shops-get-60-kannada-order-pro-kannada-groups-go-on-rampage-4750179&utm_source=inshorts,"score:800,news:default,cat:national,hash:2,noads:true,notification:true",[]
national,28,NEWS,md1ctvsb-1,new-freedom-will-be-seen-when-petrol-diesel-imports-stop-gadkari-1703664305764,NEWS,0,Debaroti Adhikary,"Union Minister Nitin Gadkari in a recent conclave said India will see ""new freedom"" when it no longer imports petrol and diesel. ""The import bill for petrol and diesel stands at ₹16 lakh crore now. If we reduce this import, the money...will go to the poor,"" he said. ""Until this import is stopped, terrorism won't stop across world,"" he added. 
",https://auto.hindustantimes.com/auto/news/india-will-see-new-freedom-when-not-a-drop-of-petrol-and-diesel-is-imported-here-says-nitin-gadkari/amp-41703567978431.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,HT Auto,"New freedom will be seen when petrol, diesel imports stop: Gadkari",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/27_wed/img_1703660904695_675.jpg?,https://shrts.in/8YsVw,600,"business, national","national, business",IN,10.33,,1703664305000,1970-01-01T00:00:00Z,2023-12-28T07:09:33.043Z,[],[],'This is why we've introduced alternative fuels',Tap to know what more Gadkari said,https://auto.hindustantimes.com/auto/news/india-will-see-new-freedom-when-not-a-drop-of-petrol-and-diesel-is-imported-here-says-nitin-gadkari/amp-41703567978431.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:business,cat:national,hash:6",[]
national,29,NEWS,0pvtppes-1,bjp-mp-pratap-simha-defends-brother-amid-woodsmuggling-allegation-1703664074305,NEWS,1,Sumavarshak,"Two days after Vikram Simha was accused of illegal felling of hundreds of trees and smuggling wood from a village in Hassan district, his brother and BJP MP Pratap Simha denied these allegations. Pratap claimed that his brother was a farmer living away from public life and was not named in the FIR connected to the tree-felling case.",https://thesouthfirst.com/karnataka/bjp-mp-pratap-simha-defends-brother-deems-wood-smuggling-allegations-a-congress-conspiracy/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,thesouthfirst.com,BJP MP Pratap Simha defends brother amid wood-smuggling allegation,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/27_wed/img_1703663914114_447.jpg?,https://shrts.in/sB1dq,600,"politics, national","politics, national",IN,10.559999999999999,,1703664074000,1970-01-01T00:00:00Z,2023-12-28T08:00:31.061Z,[],[], People will decide if I am a ‘traitor’: Simha,Tap here to read more,https://thesouthfirst.com/karnataka/parliament-security-breach-bjp-mp-pratap-simha-breaks-silence-says-people-will-decide-if-he-is-traitor/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:politics,cat:national,hash:6",[]
national,30,NEWS,ofxqmskj-1,bjp-mla-accuses-bjp-government-of-₹40000-crore-scam-1703663868596,NEWS,0,Sumavarshak,"The BJP in Karnataka was left embarrassed after one of its MLAs, BP Yatnal, alleged irregularities of ₹40,000 crore in Covid-19-related procurement during party senior leader BS Yediyurappa’s tenure as the chief minister. Following Yatnal’s allegation, Chief Minister Siddaramaiah appealed to the Vijayapura City MLA to submit evidence in support of his claim to the Nagamohan Das Committee.",https://thesouthfirst.com/karnataka/karnataka-bjp-mla-yatnal-accuses-bs-yediyurappa-government-of-%e2%82%b940000-crore-covid-19-linked-scam/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,The South First,"BJP MLA accuses BJP government of ₹40,000 crore scam",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/27_wed/img_1703663763804_0.jpg?,https://shrts.in/4P4Pg,600,"politics, national","politics, national",IN,10.559999999999999,,1703663868000,1970-01-01T00:00:00Z,2023-12-28T07:56:50.637Z,[],[],Karnataka political slugfest stoops to a new low,Tap here to read more,https://thesouthfirst.com/karnataka/karnataka-political-slugfest-stoops-to-a-new-low-congress-mlc-calls-bjp-bootlickers-of-british/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:politics,cat:national,hash:7",[]
national,31,NEWS,hph3qcls-1,hyderabad-police-crack-kidnapping-case-in-5-hours-2-held-1703663733673,NEWS,0,Sumavarshak,"The crime team of the Bahadurpura police in the South Zone of Hyderabad City apprehended two persons in connection with a kidnapping case and rescued a one-and-a-half-year-old girl within five hours. The police identified the accused as 62-year-old housewife Naseem Begum, a resident of Mahmood Nagar of Bahadurpura, and 32-year-old housewife Ayesha Begum, a resident of Falaknuma.",https://thesouthfirst.com/telangana/hyderabad-police-arrest-2-for-in-kidnapping-case-rescue-toddler-in-5-hours/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,The South First,"Hyderabad police crack kidnapping case in 5 hours, 2 held",False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/27_wed/img_1703663627110_904.jpg?,https://shrts.in/h4hr3,600,national,national,IN,10.33,,1703663733000,1970-01-01T00:00:00Z,2023-12-28T07:54:49.509Z,[],[],Infant kidnapped from Hyderabad rescued,Tap here to read more,https://thesouthfirst.com/telangana/infant-kidnapped-from-hyderabads-niloufer-hospital-rescued-police-say-accused-abandoned-her-child-with-hyperviscosity-syndrome/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:national,hash:8",[]
national,32,NEWS,je4lnsb9-1,said-in-jest-but-cm-siddaramaiah-about-patils-comment-1703663131189,NEWS,0,Sumavarshak,"Karnataka CM Siddaramaiah reminded his Cabinet colleagues of the need to refrain from making casual comments that others may perceive as disrespectful. He issued the reminder two days after Karnataka’s Minister for Textiles, Sugarcane Development and Agriculture Marketing Shivanand Patil said that farmers were wishing for a drought so that their loans would be written off.",https://thesouthfirst.com/karnataka/said-in-jest-but-karnataka-cm-siddaramaiah-on-minister-patils-farmers-wish-for-drought-comment/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,thesouthfirst.com,‘Said in jest but…’: CM Siddaramaiah about Patil's comment,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/27_wed/img_1703663043622_209.jpg?,https://shrts.in/p3Jj8,600,"politics, national","politics, national",IN,10.559999999999999,,1703663131000,1970-01-01T00:00:00Z,2023-12-28T07:44:42.853Z,[],[],'Farmers wish for drought to get loan waiver',Tap here to read more,https://thesouthfirst.com/karnataka/farmers-wish-for-drought-to-get-loan-waiver-says-karnataka-minister-bjp-seeks-his-resignation/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:politics,cat:national,hash:3",[]
national,33,NEWS,mxokqxxr-1,wildlife-keeps-girls-away-from-school-in-this-karnataka-village-1703663022515,NEWS,1,Sumavarshak,"For around 15 girls of Indaragi, school is a memory of good times, snatched away before they could soak in it. A rocky path leads to the village, where the narrative of scarcity unfolds, of power and water supplies, transportation, and many more — and the abundance of wildlife. The scarcities have cast a sombre shadow on the villagers’ aspirations.",https://thesouthfirst.com/karnataka/village-of-wilted-dreams-wildlife-apathy-force-girls-to-drop-out-of-school-in-indaragi-of-karnataka/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,The South First,Wildlife keeps girls away from school in this Karnataka village,False,https://nis-gs.pix.in/inshorts/images/v1/variants/jpg/m/2023/12_dec/27_wed/img_1703662805849_73.jpg?,https://shrts.in/PwVjS,600,national,"politics, national",IN,10.559999999999999,,1703663022000,1970-01-01T00:00:00Z,2023-12-28T07:40:34.942Z,[],[], ‘Poacher’ shot dead in Bandipur Tiger Reserve,Tap here to read more,https://thesouthfirst.com/karnataka/poacher-shot-dead-in-encounter-with-karnataka-forest-officials-inside-bandipur-tiger-reserve/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"score:600,news:default,cat:national,hash:6",[]
